instability,abstractness
0.515,0.08609271523178808
0.5987158908507223,0.12087912087912088
0.7857793983591613,0.016597510373443983
0.9257079808753218,0.20434782608695654
0.918967587034814,0.0898876404494382
0.6458333333333334,0.056
0.4782608695652174,0.04854368932038835
0.6221374045801527,0.07766990291262135
0.7955010224948875,0.9702970297029703
0.24427480916030533,0.0
0.7675544794188862,0.10101010101010101
0.1134020618556701,0.07142857142857142
0.86731843575419,0.1875
0.942572741194487,0.13186813186813187
0.9511627906976744,0.6404494382022472
0.8950863213811421,0.06976744186046512
0.838495575221239,0.22093023255813954
0.9376718606782768,0.05194805194805195
0.40963855421686746,0.14473684210526316
0.5,0.0
0.6634146341463415,0.0958904109589041
0.2535211267605634,0.03125
0.07936507936507936,0.031746031746031744
0.7479674796747967,0.016129032258064516
0.24358974358974358,0.01639344262295082
0.5299145299145299,0.06779661016949153
0.4387755102040816,0.08620689655172414
0.48148148148148145,0.1206896551724138
0.8260869565217391,0.22413793103448276
0.5,0.03571428571428571
0.7714285714285715,0.8928571428571429
0.40217391304347827,0.07272727272727272
0.7315789473684211,0.12727272727272726
0.34177215189873417,0.0
0.936923076923077,0.1
0.4482758620689655,0.0625
0.8436363636363636,0.1875
0.4246575342465753,0.1276595744680851
0.6492537313432836,0.06382978723404255
0.22413793103448276,0.022222222222222223
0.4,0.06666666666666667
0.8132530120481928,0.09523809523809523
0.13043478260869565,0.024390243902439025
0.3870967741935484,0.0
0.2653061224489796,0.14634146341463414
0.7,0.24390243902439024
0.034482758620689655,0.0
0.9701280227596017,0.1794871794871795
0.6509433962264151,0.3333333333333333
0.64,0.21052631578947367
0.6956521739130435,0.2631578947368421
0.5131578947368421,0.05263157894736842
0.39344262295081966,0.07894736842105263
0.4262295081967213,0.10810810810810811
0.4626865671641791,0.08333333333333333
0.18181818181818182,0.0
0.30612244897959184,0.027777777777777776
0.45614035087719296,0.0
0.4,0.19444444444444445
0.6568627450980392,0.9714285714285714
0.7898550724637681,0.2571428571428571
0.125,0.02857142857142857
0.9113573407202216,0.14285714285714285
0.423728813559322,0.05714285714285714
0.6071428571428571,0.05714285714285714
0.7659574468085106,0.8823529411764706
0.24390243902439024,0.21212121212121213
0.6521739130434783,0.030303030303030304
0.5774647887323944,0.0
0.030303030303030304,0.0
0.8235294117647058,0.09375
0.0625,0.0
0.034482758620689655,0.0967741935483871
0.5098039215686274,0.03225806451612903
0.8760683760683761,0.2903225806451613
0.6296296296296297,0.0
0.4375,0.0
0.5833333333333334,0.20689655172413793
0.6714285714285714,0.9655172413793104
0.12121212121212122,0.0
0.7456140350877193,0.06896551724137931
0.17142857142857143,0.06896551724137931
0.07407407407407407,0.07142857142857142
0.7723577235772358,0.10714285714285714
0.10344827586206896,0.0
0.41025641025641024,0.037037037037037035
0.08695652173913043,0.0
0.8875,0.1111111111111111
0.9952045133991537,0.15384615384615385
0.13793103448275862,0.19230769230769232
0.7684210526315789,0.15384615384615385
0.8787878787878788,0.12
0.9060150375939849,0.48
0.6153846153846154,0.12
0.823076923076923,0.64
0.2727272727272727,0.04
0.6363636363636364,0.16666666666666666
0.125,0.0
0.22580645161290322,0.08333333333333333
0.3142857142857143,0.0
0.907608695652174,0.08333333333333333
0.0,0.0
0.6415094339622641,0.08333333333333333
0.5208333333333334,0.08333333333333333
0.6140350877192983,0.21739130434782608
0.17857142857142858,0.0
0.7901234567901234,0.043478260869565216
0.7590361445783133,0.08695652173913043
0.2413793103448276,0.30434782608695654
0.9689922480620154,0.4782608695652174
0.8,0.043478260869565216
0.6896551724137931,0.043478260869565216
0.0,0.0
0.8888888888888888,0.045454545454545456
0.5161290322580645,0.045454545454545456
0.711864406779661,0.13636363636363635
0.6666666666666666,0.0
0.5625,0.13636363636363635
0.7666666666666667,0.0
0.20833333333333334,0.047619047619047616
0.7794117647058824,0.0
0.9709724238026125,0.0
0.0,0.05
0.10526315789473684,0.15
0.5909090909090909,0.15
0.6274509803921569,0.0
0.8333333333333334,0.15
0.0,0.3
0.047619047619047616,0.3
0.75,0.3
0.8767123287671232,0.05
0.7090909090909091,0.21052631578947367
0.1,0.0
0.3793103448275862,0.0
0.6909090909090909,0.3684210526315789
0.21052631578947367,0.47368421052631576
0.05,0.15789473684210525
0.6346153846153846,0.42105263157894735
0.2962962962962963,0.10526315789473684
0.09523809523809523,0.10526315789473684
0.6481481481481481,0.0
0.8888888888888888,0.05263157894736842
0.32142857142857145,0.2631578947368421
0.92018779342723,0.9444444444444444
0.9633620689655172,0.0
0.7763157894736842,0.16666666666666666
0.36,0.0
0.7837837837837838,0.2222222222222222
0.0,0.0
0.9123711340206185,0.6666666666666666
0.34615384615384615,0.2222222222222222
0.14285714285714285,0.05555555555555555
0.825,0.2777777777777778
0.35714285714285715,0.2222222222222222
0.7721518987341772,0.0
0.0,0.0
0.5588235294117647,0.058823529411764705
0.9166666666666666,0.29411764705882354
0.7407407407407407,0.058823529411764705
0.9330708661417323,0.17647058823529413
0.1111111111111111,0.17647058823529413
0.48484848484848486,0.23529411764705882
0.058823529411764705,0.0
0.5,0.0
0.625,0.1875
0.16666666666666666,0.1875
0.9090909090909091,0.1875
0.7037037037037037,0.125
0.3684210526315789,0.1875
0.375,0.1875
0.5588235294117647,0.1875
0.5172413793103449,0.0
0.8255813953488372,0.0
0.125,0.1875
0.8947368421052632,0.4
0.375,0.06666666666666667
0.4166666666666667,0.2
0.8974358974358975,0.13333333333333333
0.125,0.0
0.59375,0.26666666666666666
0.8076923076923077,0.13333333333333333
0.5555555555555556,0.2
0.35714285714285715,0.2
0.25,0.0
0.6666666666666666,0.0
0.7142857142857143,0.0
0.11764705882352941,0.0
0.2857142857142857,0.26666666666666666
0.9289617486338798,0.06666666666666667
0.8842975206611571,0.06666666666666667
0.6666666666666666,0.06666666666666667
0.13333333333333333,0.0
0.2,0.0
0.65,0.07142857142857142
0.125,0.0
0.125,0.14285714285714285
0.48148148148148145,0.35714285714285715
0.5384615384615384,0.0
0.9615384615384616,0.42857142857142855
0.2631578947368421,0.0
0.4166666666666667,0.14285714285714285
0.8631578947368421,0.6428571428571429
0.8313253012048193,0.14285714285714285
0.48,0.07142857142857142
0.2777777777777778,0.35714285714285715
0.6666666666666666,0.21428571428571427
0.45,0.21428571428571427
0.2631578947368421,0.07142857142857142
0.375,0.23076923076923078
0.8791208791208791,0.5384615384615384
0.7777777777777778,0.0
0.1,0.0
0.35714285714285715,0.0
0.08333333333333333,0.0
0.5555555555555556,0.0
0.13333333333333333,0.15384615384615385
0.8878504672897196,0.07692307692307693
0.9140625,0.07692307692307693
0.4,0.15384615384615385
0.08333333333333333,0.0
0.2,0.0
0.07692307692307693,0.0
0.0,0.0
0.8,0.0
0.7391304347826086,0.16666666666666666
0.14285714285714285,0.08333333333333333
0.9074074074074074,0.3333333333333333
0.14285714285714285,0.16666666666666666
0.6756756756756757,0.0
0.5862068965517241,0.16666666666666666
0.3333333333333333,0.16666666666666666
0.2,0.0
0.8064516129032258,0.3333333333333333
0.8,0.8333333333333334
0.09090909090909091,0.08333333333333333
0.7441860465116279,0.0
0.125,0.0
0.8163265306122449,0.0
0.7727272727272727,0.08333333333333333
0.5625,0.08333333333333333
0.26666666666666666,0.16666666666666666
0.7419354838709677,0.16666666666666666
0.8208955223880597,0.0
0.55,0.08333333333333333
0.9212598425196851,0.08333333333333333
0.5384615384615384,0.0
0.25,0.45454545454545453
0.4,0.0
0.0,0.0
0.3888888888888889,0.0
0.6666666666666666,0.0
0.46153846153846156,0.09090909090909091
0.6428571428571429,0.0
0.75,0.09090909090909091
0.6363636363636364,0.0
0.5769230769230769,0.2727272727272727
0.5454545454545454,0.18181818181818182
0.5416666666666666,0.0
0.16666666666666666,0.0
0.3076923076923077,0.09090909090909091
0.6666666666666666,0.36363636363636365
0.5714285714285714,0.18181818181818182
0.6111111111111112,0.2727272727272727
0.42105263157894735,0.6363636363636364
0.875,0.0
0.6190476190476191,0.45454545454545453
0.7,0.2727272727272727
0.7567567567567568,0.2727272727272727
0.6551724137931034,0.18181818181818182
0.782608695652174,0.18181818181818182
0.8421052631578947,0.09090909090909091
0.3076923076923077,0.09090909090909091
0.65625,0.09090909090909091
0.7222222222222222,0.09090909090909091
0.5217391304347826,0.0
0.64,0.09090909090909091
0.6774193548387096,0.45454545454545453
0.09090909090909091,0.0
0.0,0.0
0.6666666666666666,0.1
0.0,0.0
0.0,0.0
0.6428571428571429,0.2
0.8809523809523809,0.0
0.71875,0.0
0.8222222222222222,0.0
0.0,0.1
0.7714285714285715,0.0
0.5555555555555556,0.0
0.3333333333333333,0.5
0.6,0.3
0.9152542372881356,0.2
0.09090909090909091,0.2
0.96484375,0.4
0.2857142857142857,0.1
0.7727272727272727,0.0
0.6086956521739131,0.0
0.6153846153846154,0.2
0.375,0.1
0.09090909090909091,0.2
0.9,0.4
0.5,0.0
0.38461538461538464,0.1111111111111111
0.7837837837837838,0.0
0.1,0.0
0.7777777777777778,0.0
0.46153846153846156,0.0
0.631578947368421,0.0
0.4166666666666667,0.2222222222222222
0.1111111111111111,0.1111111111111111
0.8831168831168831,0.3333333333333333
0.18181818181818182,0.1111111111111111
0.8297872340425532,0.7777777777777778
0.42857142857142855,0.0
0.868421052631579,0.1111111111111111
0.0,0.0
0.2222222222222222,0.0
1.0,0.1111111111111111
0.5625,0.0
0.9886649874055415,0.1111111111111111
0.71875,0.6666666666666666
0.5,0.1111111111111111
0.7142857142857143,0.1111111111111111
0.42857142857142855,0.0
0.55,0.1111111111111111
0.7727272727272727,0.0
0.8333333333333334,0.1111111111111111
0.1111111111111111,0.3333333333333333
0.625,0.1111111111111111
0.4375,0.0
0.5263157894736842,0.0
0.4,0.0
0.4,0.2222222222222222
0.47058823529411764,0.1111111111111111
0.9714285714285714,0.1111111111111111
0.45454545454545453,0.25
0.46153846153846156,0.125
0.0,0.0
0.8333333333333334,0.125
0.8541666666666666,0.0
0.8421052631578947,0.125
0.9567567567567568,0.125
0.6363636363636364,0.125
0.42857142857142855,0.375
0.8372093023255814,0.125
0.5789473684210527,0.0
0.6,0.25
0.7037037037037037,0.25
0.1111111111111111,0.0
0.75,0.0
0.125,0.0
0.7666666666666667,0.0
0.7142857142857143,0.0
0.8490566037735849,0.25
0.8961038961038961,0.25
0.8157894736842105,0.0
0.0,0.125
0.95,0.75
0.8157894736842105,0.0
0.5294117647058824,0.125
0.3333333333333333,0.0
0.2222222222222222,0.125
0.36363636363636365,0.375
0.2727272727272727,0.25
0.3333333333333333,0.0
0.8421052631578947,0.375
0.4166666666666667,0.125
0.2,0.0
0.9339622641509434,0.0
0.0,0.0
0.6956521739130435,0.0
0.45454545454545453,0.42857142857142855
0.4166666666666667,0.0
0.0,0.0
0.5714285714285714,0.0
0.4,0.2857142857142857
0.2857142857142857,0.0
0.3,0.0
0.2222222222222222,0.0
0.6428571428571429,0.2857142857142857
0.5625,0.42857142857142855
0.125,0.14285714285714285
0.8695652173913043,0.0
0.3,0.2857142857142857
0.25,0.0
0.6842105263157895,0.0
0.956140350877193,0.42857142857142855
0.5625,0.14285714285714285
0.8653846153846154,0.0
0.9333333333333333,0.0
0.16666666666666666,0.14285714285714285
0.927536231884058,0.2857142857142857
0.9166666666666666,0.0
0.5454545454545454,0.0
0.6428571428571429,0.0
0.8,0.14285714285714285
0.84,0.2857142857142857
0.7,0.0
0.4,0.0
0.0,0.0
0.0,0.0
0.8148148148148148,0.8571428571428571
0.14285714285714285,0.0
0.14285714285714285,0.0
0.8461538461538461,0.5714285714285714
0.3333333333333333,0.0
0.2857142857142857,0.0
0.4,0.0
0.7058823529411765,0.0
0.9791666666666666,0.14285714285714285
0.75,0.2857142857142857
0.7,0.0
0.14285714285714285,0.0
0.7647058823529411,0.0
1.0,0.14285714285714285
0.4,0.0
0.8928571428571429,0.0
0.9102564102564102,0.0
0.36363636363636365,0.0
0.7741935483870968,0.0
0.16666666666666666,0.0
0.7083333333333334,0.5714285714285714
